FY ,Quarter,Month(As on),MFI_Name,AUM_RsCr,TotalAssets_RsCr,OnBS_OS_MFL-RsCr,MFL_P_TA,QualifyingAssets_P,Wavg_CoB,Avg_OperatingCost_P,Max_Interest Rate_MFL,Min_Interest Rate_MFL,Wavg_InterestRate_MFL, AverageTicketSize ,Off-BS_MFL_Port_RsCr,BusinessCorrespondent,Securitised_Portfolio,Assigned_Portfolio,SPV_Portfolio_PTC_RsCr,NPA_Portfolio_RsCr,GrossNPA_P_OnBS MFL,NetNPA_P_OnBS MFL,DPD_G30Days_Lakhs,DPD_G30Days_P_OnBS MFL,DPD_G60Days_Lakhs,DPD_G60Days_P_OnBS MFL,DPD_G90Days_Lakhs,DPD_G90Days_P_OnBS MFL,DPD_G180Days_Lakhs,DPD_G180Days_P_OnBS MFL,TotalEquity_P_TA,Promoter_P_TA,FDI_P_TA,Others_P_TA,AIFIs_P_TA,Top5_Banks_P,OtherBanks_P,SFBs_P,Banks_P_TA,NBE_TA,ECB_P_TA,Others_P_TA,TermLoan_P_TA,Debentures_P_TA,SuborditedDebt_P_TA,CommercialPapers_P_TA,AnyOther_P_TA,Income_OnBS MFL_Port_P_TA,Income_OffBS MFL_Port_P_TA,I_NonCredit_FP_TA,I_NonCredit_NFProducts_TA,Share_Income_Activities_Direct Lending,OperatingProfit_RsCr,NetProfit_RsCr,ROA_P,ROE_P,L20P_LRs50000,L20P_GRs50000to1Lak,L20P_GRs1LaktoLRs1p5Lak,L20P_GRs1p5LaktoLRs2lak,L20P_GRs2laktoLRs2p5Lak,L20P_GRs2p5LaktoLRs3Lak,G20ptoL30p_LRs50000,G20ptoL30p_LRs50000toLRs1Lak ,G20ptoL30p_GRs1LaktoLRs1p5Lak,G20ptoL30p_GRs1p5LaktoLRs2Lak,G20ptoL30p_GRs2LaktoLR2p5Lak,G20ptoL30p_GRs2p5LaktoLRs3Lak,G30ptoL40p_LRs50000,G30ptoL40p_GRs50000toLRs1Lak ,G30ptoL40p_GRs1LaktoLRs1p5Lak,G30ptoL40p_GRs1p5LaktoLRs2Lak,G30ptoL40p_GRs2LaktoLRs2p5Lak,G30ptoL40p_GRs2p5LaktoLRs3Lak,G40ptoL50p_LR50000,G40ptoL50p_GRs50000toLRs1Lak ,G40ptoL50p_GRs1LaktoLRs1p5Lak,G40ptoL50p_GRs1p5LaktoLRs2Lak,G40ptoL50p_GRs2LaktoLRs2p5Lak,G40ptoL50p_GRs2p5LaktoLRs3Lak
FY 20-21,Q3 FY 20-21,Dec-20,Inditrade Microfinance Ltd,178.56,0.00,,,,0.00%,0.00%,,,0.00%,33062,,,,,,0.00,0.00%,,2405.82,13.47%,1371.84,7.68%,655.05,3.67%,234.43,1.31%,,,,,6.70,0.00,28.51,,,64.79,0.00,0.00,,,,,,,,,,0.00%,0.00,0.00,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Jagaran Microfin Pvt Ltd,396.48,483.41,,,93.59%,11.20%,4.49%,,,22.25%,25720,,,,,,34.65,8.73%,,16542.50,41.72%,10381.76,26.19%,3582.75,9.04%,137.42,0.35%,,,,,11.73,25.47,7.67,,,36.56,18.58,0.00,,,,,,,,,,0.07%,20.77,10.32,2.03%,10.11%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Janakalyan financial services Pvt ltd,198.52,179.34,,,92.00%,14.08%,4.53%,,,21.89%,29734,,,,,,0.00,3.59%,,5350.52,26.95%,4051.04,20.41%,2643.02,13.31%,139.06,0.70%,,,,,14.55,21.00,18.41,,,46.04,0.00,0.00,,,,,,,,,,12.38%,5.24,0.26,0.12%,0.74%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Light Microfinance Pvt Ltd,554.33,0.00,,,87.58%,12.53%,7.67%,,,22.33%,49515,,,,,,0.00,0.00%,,1529.40,2.76%,1435.87,2.59%,969.51,1.75%,239.93,0.43%,,,,,5.52,25.25,27.52,,,41.70,0.00,0.00,,,,,,,,,,15.87%,17.96,12.17,3.52%,21.91%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,M Power Micro Finance Pvt Ltd,188.84,133.57,,,83.51%,15.62%,2.52%,,,22.92%,41355,,,,,,401.97,3.85%,,3204.01,16.97%,2268.62,12.01%,1220.14,6.46%,359.01,1.90%,,,,,1.50,1.82,22.06,,,74.62,0.00,0.00,,,,,,,,,,8.74%,0.77,0.18,-0.69%,-4.96%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Madura Micro Finance Ltd,2121.00,74.46,,,,0.00%,0.00%,,,0.00%,328891,,,,,,61.07,0.00%,,19999.66,9.43%,11801.00,5.56%,6139.55,2.89%,0.00,0.00%,,,,,32.16,29.34,2.82,,,1.78,1.04,32.87,,,,,,,,,,14.42%,0.00,0.00,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Magenta Finance Services Pvt Ltd,14.53,15.14,,,97.00%,11.50%,6.00%,,,22.00%,38490,,,,,,0.00,0.00%,,29.57,2.03%,19.23,1.32%,15.87,1.09%,12.79,0.88%,,,,,0.00,0.00,0.00,,,0.00,96.72,3.28,,,,,,,,,,0.00%,0.69,0.54,5.00%,9.50%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Margdarshak Financial Services Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Midland Microfin Ltd,737.91,1027.13,,,93.78%,13.80%,7.17%,,,22.33%,26512,,,,,,10.21,1.40%,,13971.30,18.93%,9338.77,12.66%,1112.14,1.51%,457.77,0.62%,,,,,16.40,10.28,30.17,,,21.56,8.10,13.49,,,,,,,,,,0.08%,7.26,2.50,1.85%,12.62%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Mitrata Inclusive Financial Services Pvt Ltd,129.06,88.86,,,89.99%,16.00%,6.14%,,,22.33%,30532,,,,,,0.00,1.00%,,276.14,2.14%,125.20,0.97%,116.43,0.90%,13.05,0.10%,,,,,0.00,0.00,2.83,,,92.73,0.00,4.44,,,,,,,,,,15.99%,0.69,0.36,0.54%,1.20%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,MSM Microfinance Pvt Ltd,52.14,46.60,,,85.30%,15.05%,3.85%,,,21.89%,30109,,,,,,1.12,5.85%,,676.43,12.97%,509.58,9.77%,367.86,7.06%,125.66,2.41%,,,,,4.08,10.15,0.00,,,85.77,0.00,0.00,,,,,,,,,,28.57%,0.75,0.22,0.46%,1.44%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Muthoot Microfin Ltd,4761.84,3899.40,,,96.25%,10.95%,4.45%,,,21.05%,29993,,,,,,446.41,6.39%,,75651.30,15.89%,59472.61,12.49%,44640.51,9.37%,23604.69,4.96%,,,,,25.88,22.38,27.95,,,23.79,0.00,0.00,,,,,,,,,,6.55%,91.38,-16.68,-0.42%,-1.83%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Namra Finance Ltd,548.67,575.08,,,94.66%,14.25%,6.24%,,,23.15%,0,,,,,,21.57,3.60%,,4145.75,7.56%,3292.51,6.00%,2157.06,3.93%,459.23,0.84%,,,,,0.00,0.00,0.00,,,0.00,0.00,0.00,,,,,,,,,,0.00%,29.44,3.30,0.92%,4.62%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,NEED Livelihood Microfinance Pvt Ltd,30.53,29.28,,,86.51%,17.03%,3.24%,,,22.33%,43040,,,,,,1.19,7.00%,,487.11,15.95%,354.68,11.62%,224.08,7.34%,76.89,2.52%,,,,,0.00,0.00,10.41,,,86.61,2.99,0.00,,,,,,,,,,21.04%,0.01,-0.71,-1.00%,-1.82%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Nightingale Finvest Pvt Ltd,82.41,95.44,,,93.58%,14.83%,17.48%,,,9.64%,32388,,,,,,0.00,0.00%,,0.00,0.00%,0.00,0.00%,0.00,0.00%,0.00,0.00%,,,,,51.60,41.73,6.67,,,0.00,0.00,0.00,,,,,,,,,,3.03%,1.29,-5.05,0.52%,1.57%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Saija Finance Pvt Ltd,202.51,244.97,,,0.00%,0.00%,0.00%,,,0.00%,39138,,,,,,0.00,0.00%,,5791.11,28.60%,3659.31,18.07%,1836.19,9.07%,171.22,0.85%,,,,,8.24,6.17,31.97,,,53.62,0.00,0.00,,,,,,,,,,0.53%,4.16,0.20,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Samasta Micro Finance Ltd,3955.96,3359.04,,,92.68%,11.89%,2.06%,,,22.23%,29133,,,,,,70.05,2.21%,,27743.48,7.01%,18908.61,4.78%,9961.84,2.52%,6236.71,1.58%,,,,,16.69,42.48,21.18,,,19.65,0.00,0.00,,,,,,,,,,12.61%,57.20,12.65,0.40%,2.20%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Samavesh Finserv Pvt Ltd,15.01,15.95,,,95.34%,16.00%,7.00%,,,22.33%,25426,,,,,,0.00,0.00%,,15.43,1.03%,10.65,0.71%,5.85,0.39%,0.00,0.00%,,,,,0.00,0.00,0.00,,,100.00,0.00,0.00,,,,,,,,,,0.00%,0.14,0.14,0.56%,1.28%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Sarala Development & Microfinance Pvt Ltd,222.96,221.47,,,,0.00%,0.00%,,,0.00%,27072,,,,,,0.00,0.00%,,6702.12,30.06%,4920.45,22.07%,1962.33,8.80%,378.54,1.70%,,,,,11.64,4.56,28.89,,,54.91,0.00,0.00,,,,,,,,,,9.27%,11.71,11.71,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Satin Credit Care Network Ltd,6907.11,7843.86,,,85.79%,11.69%,5.01%,,,21.65%,35744,,,,,,876.32,1.98%,,145386.77,21.05%,115396.13,16.71%,87631.59,12.69%,18799.07,2.72%,,,,,22.86,19.60,29.55,,,24.68,3.31,0.00,,,,,,,,,,3.42%,35.73,-81.97,-1.00%,-5.32%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Satya MicroCapital Ltd,1093.65,1243.03,,,91.90%,13.00%,2.90%,,,23.61%,37815,,,,,,9.25,0.86%,,6690.68,6.12%,3716.91,3.40%,925.44,0.85%,48.10,0.04%,,,,,1.76,0.98,30.33,,,65.82,1.09,0.02,,,,,,,,,,6.23%,10.08,6.50,0.53%,3.08%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,SAVE Microfinance Pvt Ltd,119.25,130.49,,,91.42%,15.67%,9.97%,,,22.30%,28652,,,,,,3.29,2.76%,,1303.01,10.93%,693.87,5.82%,328.89,2.76%,0.00,0.00%,,,,,0.00,0.00,0.00,,,100.00,0.00,0.00,,,,,,,,,,9.34%,0.46,0.34,1.56%,6.76%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Share Microfin Ltd,659.07,727.34,,,88.30%,18.41%,2.68%,,,22.27%,28734,,,,,,13.96,2.12%,,1405.36,2.13%,1403.49,2.13%,1395.93,2.12%,1373.02,2.08%,,,,,15.63,51.59,31.65,,,1.13,0.00,0.00,,,,,,,,,,0.00%,-5.94,10.57,1.45%,5.49%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Sindhuja Microcredit Pvt Ltd,193.31,218.59,,,92.48%,15.10%,2.41%,,,22.33%,31987,,,,,,3.86,1.67%,,1404.88,7.27%,821.52,4.25%,385.65,2.00%,20.77,0.11%,,,,,0.00,0.00,0.00,,,92.79,0.00,7.21,,,,,,,,,,5.57%,0.98,0.41,0.20%,0.57%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Sonata Finance Pvt Ltd,1277.71,1444.61,,,,12.04%,4.00%,,,19.42%,36482,,,,,,47.92,3.75%,,13194.46,10.33%,8788.28,6.88%,4792.36,3.75%,2479.01,1.94%,,,,,20.03,3.12,23.76,,,37.98,15.12,0.00,,,,,,,,,,18.46%,21.01,3.84,0.26%,1.40%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,South India Finvest Pvt Ltd,93.85,83.46,,,86.00%,14.84%,4.44%,,,25.00%,20642,,,,,,1.22,4.87%,,1316.82,14.03%,848.78,9.04%,533.66,5.69%,57.92,0.62%,,,,,0.00,0.00,26.80,,,69.87,0.00,3.33,,,,,,,,,,0.00%,2.68,2.68,2.04%,12.30%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Spandana Sphoorty Financial Ltd,7763.50,7773.01,,,87.51%,11.20%,3.35%,,,20.62%,46169,,,,,,210.07,2.70%,,72902.72,9.39%,44580.76,5.74%,21006.63,2.71%,952.93,0.12%,,,,,9.06,44.16,26.32,,,20.45,0.00,0.00,,,,,,,,,,-0.10%,163.38,-29.70,-0.41%,-1.11%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,SV Creditline Pvt Ltd,468.51,363.91,,,87.37%,15.32%,2.03%,,,21.44%,39876,,,,,,6.01,4.23%,,4035.14,8.61%,2279.97,4.87%,1981.62,4.23%,770.91,1.65%,,,,,17.68,35.52,1.68,,,45.12,0.00,0.00,,,,,,,,,,24.20%,4.96,4.96,0.54%,1.91%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Svamaan Financial Services Pvt Ltd,71.33,82.80,,,94.41%,12.94%,30.00%,,,22.32%,28838,,,,,,0.15,0.04%,,1.94,0.03%,2.28,0.03%,2.76,0.04%,0.00,0.00%,,,,,0.00,3.93,7.17,,,88.90,0.00,0.00,,,,,,,,,,0.00%,-2.80,-2.95,-11.84%,-62.55%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Svasti Microfinance Pvt Ltd,399.81,416.17,,,85.64%,13.07%,1.06%,,,24.35%,35141,,,,,,5.57,1.67%,,15.89,0.04%,17.44,0.04%,228.76,0.57%,328.31,0.82%,,,,,12.66,0.97,18.76,,,0.00,9.62,57.99,,,,,,,,,,12.20%,4.82,0.45,0.90%,2.62%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Svatantra Microfin Pvt Ltd,2839.53,3170.15,,,93.02%,11.41%,3.71%,,,21.01%,35344,,,,,,41.50,1.11%,,18362.57,6.47%,8121.35,2.86%,4150.25,1.46%,2573.46,0.91%,,,,,2.95,31.93,51.87,,,8.38,4.86,0.00,,,,,,,,,,15.39%,74.43,44.74,2.14%,14.06%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Unacco Finance Pvt Ltd,87.54,114.25,,,94.00%,6.10%,6.40%,,,15.90%,29469,,,,,,0.00,0.00%,,1238.87,14.15%,1207.74,13.80%,1170.85,13.37%,1089.27,12.44%,,,,,0.00,3.81,33.09,,,63.11,0.00,0.00,,,,,,,,,,0.00%,15.33,-0.24,2.00%,5.00%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Unnati Microfin Pvt Ltd,65.36,49.92,,,80.48%,12.36%,8.43%,,,22.33%,33937,,,,,,0.26,31.22%,,0.00,0.00%,0.75,0.01%,16.82,0.26%,84.55,1.29%,,,,,0.00,20.03,0.00,,,79.97,0.00,0.00,,,,,,,,,,36.99%,0.41,0.14,0.26%,1.19%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Vaya FinServ Pvt Ltd,1049.67,920.32,,,86.58%,13.19%,1.54%,,,22.51%,30950,,,,,,25.16,0.95%,,18448.88,17.58%,11313.18,10.78%,6018.67,5.73%,840.84,0.80%,,,,,4.72,4.25,13.89,,,56.89,0.00,20.25,,,,,,,,,,20.85%,11.58,1.36,0.16%,0.56%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Vector Finance Pvt Ltd,81.28,,,,,,,,,,33592,,,,,,,,,0.00,0.00%,0.00,0.00%,0.00,0.00%,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q3 FY 20-21,Dec-20,Village Financial Services Ltd,905.39,943.26,,,94.08%,12.94%,3.48%,,,22.33%,22782,,,,,,36.57,4.04%,,17020.63,18.80%,11207.91,12.38%,3656.99,4.04%,513.69,0.57%,,,,,36.87,9.06,36.61,,,17.46,0.00,0.00,,,,,,,,,,38.34%,48.61,23.84,0.17%,1.32%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Adhikar Microfinance Private Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Adi Chitragupta Finance Limited,102.20,106.51,,,100.00%,13.41%,9.00%,,,22.29%,35088,,,,,,0.05,0.05%,,165.04,1.61%,91.93,0.90%,5.01,0.05%,2.44,0.02%,,,,,0.00,20.04,8.75,,,16.95,0.00,54.26,,,,,,,,,,0.00%,2.57,1.06,2.00%,12.00%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Agora Microfinance India Ltd,44.10,44.53,,,,,,,,,30485,,,,,,15.15,0.00%,,2123.21,48.15%,1765.57,40.04%,1515.28,34.36%,310.22,7.03%,,,,,50.95,0.00,0.00,,,0.00,49.05,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Annapurna Finance Private Limited,4803.98,5795.36,,,85.17%,11.38%,6.18%,,,21.07%,32862,,,,,,360.61,7.51%,,39242.30,8.17%,37207.86,7.75%,36061.00,7.51%,34088.48,7.10%,,,,,9.87,13.53,38.71,,,27.50,10.38,0.00,,,,,,,,,,0.28%,169.90,18.47,0.42%,2.06%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Arohan Financial Services Limited,4648.00,5481.00,,,98.00%,10.53%,5.50%,,,20.45%,40207,,,,,,483.10,11.20%,,102105.65,21.97%,71586.46,15.40%,51625.96,11.11%,26992.56,5.81%,,,,,18.90,22.66,26.20,,,29.98,2.26,0.00,,,,,,,,,,2.00%,294.60,  -159.9,-3.60%,-16.60%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Arth Micro Finance Pvt Ltd,308.54,104.27,,,86.83%,16.60%,6.00%,,,21.50%,36798,,,,,,4.10,6.28%,,2125.42,6.89%,1966.43,6.37%,1774.25,5.75%,932.51,3.02%,,,,,16.41,26.94,0.00,,,56.65,0.00,0.00,,,,,,,,,,41.08%,1.43,0.04,0.04%,0.20%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,ASA International India Microfinance Limited,1314.74,1296.00,,,87.00%,12.72%,6.52%,,,22.08%,28726,,,,,,232.85,17.71%,,33011.25,25.11%,28370.25,21.58%,23285.95,17.71%,6471.73,4.92%,,,,,10.40,4.21,7.19,,,68.37,9.83,0.00,,,,,,,,,,19.00%,-82.89,-62.36,-5.24%,-33.90%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Asirvad Microfinance Limited,5984.62,5825.59,,,91.80%,10.70%,4.80%,,,20.70%,29021,,,,,,149.12,2.49%,,60153.02,10.05%,38894.45,6.50%,14912.21,2.49%,3404.63,0.57%,,,,,15.48,20.76,52.15,,,7.14,4.47,0.00,,,,,,,,,,13.60%,329.30,15.99,3.00%,1.50%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Avanti Finance Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Aviral Finance Pvt Ltd,22.40,26.61,,,87.73%,14.25%,7.35%,,,21.85%,32406,,,,,,0.52,2.31%,,260.61,11.64%,56.45,2.52%,51.74,2.31%,48.57,2.17%,,,,,0.00,0.73,0.00,,,31.26,0.00,68.00,,,,,,,,,,0.00%,0.01,0.00,0.01%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Belstar Investment and Finance Pvt Ltd,3298.73,3467.29,,,92.51%,10.12%,8.74%,,,20.12%,34430,,,,,,78.32,2.72%,,24015.08,7.28%,19982.17,6.06%,17135.95,5.19%,9983.92,3.03%,,,,,11.29,22.58,55.04,,,11.09,0.00,0.00,,,,,,,,,,1.04%,137.77,46.14,1.54%,8.88%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,BWDA Financial Ltd,101.54,87.19,,,91.73%,13.31%,16.95%,,,23.38%,31152,,,,,,0.79,1.09%,,285.50,2.81%,227.26,2.24%,189.14,1.86%,91.51,0.90%,,,,,2.57,39.85,23.33,,,34.24,0.00,0.00,,,,,,,,,,12.55%,0.55,0.19,0.83%,2.47%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Centrum MicroCredit Ltd,459.00,509.00,,,97.47%,15.24%,2.60%,,,23.47%,32552,,,,,,3.96,0.91%,,2581.53,5.62%,1287.47,2.80%,400.42,0.87%,186.51,0.41%,,,,,0.00,2.57,8.95,,,80.07,0.00,8.41,,,,,,,,,,11.00%,0.80,-0.30,-0.10%,-0.30%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Chaitanya India Fin Credit Pvt Ltd,1384.77,1482.99,,,86.17%,11.79%,8.00%,,,21.73%,36542,,,,,,49.84,4.10%,,7159.48,5.17%,5906.29,4.27%,4932.41,3.56%,2430.63,1.76%,,,,,19.71,23.13,29.05,,,28.10,0.00,0.00,,,,,,,,,,3.32%,77.45,18.66,2.11%,6.06%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,CreditAccess Grameen Ltd,11341.00,12697.00,,,87.00%,9.50%,4.50%,,,19.40%,35938,,,,,,388.10,3.80%,,46557.94,4.11%,39542.13,3.49%,32973.99,2.91%,6494.98,0.57%,,,,,20.12,28.75,38.73,,,9.86,2.55,0.00,,,,,,,,,,5.80%,841.20,142.40,1.30%,4.60%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Fino Finance Pvt Ltd,136.82,153.91,,,76.38%,13.01%,48.93%,,,22.34%,30000,,,,,,42.81,31.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.74%,-24.00,-54.73,-21.50%,-95.54%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Fusion Microfinance Pvt Ltd,4637.84,6124.17,,,96.33%,11.23%,5.35%,,,20.45%,32113,,,,,,255.89,5.51%,,22084.10,4.76%,16428.19,3.54%,12925.95,2.79%,6503.41,1.40%,,,,,13.60,27.84,29.86,,,24.16,0.00,4.55,,,,,,,,,,5.54%,855.81,43.94,0.87%,3.59%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,G U Financial Services Pvt Ltd,102.55,65.49,,,91.30%,14.87%,5.53%,,,21.89%,28688,,,,,,4.51,4.65%,,2250.76,15.26%,1698.97,11.52%,1275.06,8.64%,572.81,3.88%,,,,,3.12,0.00,40.56,,,56.32,0.00,0.00,,,,,,,,,,20.02%,0.74,0.18,0.24%,1.17%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Growing Opportunity Finance India Pvt Ltd,148.00,194.00,,,90.31%,15.96%,1.98%,,,25.89%,43526,,,,,,12.80,8.60%,,836.15,8.15%,587.49,5.73%,450.59,4.39%,196.44,1.92%,,,,,0.00,2.04,29.79,,,68.17,0.00,0.00,,,,,,,,,,0.00%,9.26,6.91,3.84%,13.65%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Hindusthan Microfinance Pvt Ltd,14.52,26.27,,,87.00%,14.36%,8.90%,,,24.03%,32157,,,,,,0.49,3.38%,,165.50,11.40%,97.51,6.72%,49.05,3.38%,0.00,0.00%,,,,,0.00,19.02,80.98,,,0.00,0.00,0.00,,,,,,,,,,67.76%,0.43,0.40,0.79%,3.64%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Humana Financial Services Pvt Ltd,138.05,67.15,,,,,,,,,36817,,,,,,,,,1603.59,19.11%,820.81,9.78%,363.13,4.33%,210.84,2.51%,,,,,13.58,0.00,16.93,,,69.49,0.00,0.00,,,,,,,,,,0.00%,2.15,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Inditrade Microfinance Ltd,185.94,,,,,,,,,,34433,,,,,,,,,1068.78,7.74%,905.88,6.56%,753.81,5.46%,300.19,2.17%,,,,,21.03,9.74,15.85,,,53.38,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Jagaran Microfin Pvt Ltd,358.00,442.00,,,96.00%,15.20%,7.00%,,,21.90%,27780,,,,,,12.84,3.58%,,1470.94,7.91%,1030.24,5.54%,673.51,3.62%,407.93,2.19%,,,,,14.86,9.92,21.33,,,33.72,0.00,20.17,,,,,,,,,,0.00%,               20.9 ,                10.4 ,2.30%,10.00%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Janakalyan financial services Pvt ltd,152.98,146.56,,,85.17%,13.98%,8.64%,,,21.89%,30301,,,,,,1.30,1.32%,,10114.31,28.21%,9326.51,26.02%,8425.87,23.50%,1746.44,4.87%,,,,,15.38,24.02,18.94,,,41.67,0.00,0.00,,,,,,,,,,16.76%,21.11,0.47,0.32%,1.10%,,,,,,,,,,,,,,,,,,,,,,,,
FY 20-21,Q4 FY 20-21,Mar-21,Light Microfinance Pvt Ltd,623.59,592.30,,,88.82%,12.78%,8.40%,,,21.89%,49563,,,,,,16.20,0.88%,,3706.58,23.02%,3016.60,18.74%,2460.14,15.28%,1213.39,7.54%,,,,,7.57,23.78,28.67,,,39.98,0.00,0.00,,,,,,,,,,15.14%,2.46,1.89,2.65%,17.38%,,,,,,,,,,,,,,,,,,,,,,,,
